 Rate.db Rowid, Rate.rr Step, Rate.rr Next Step, Rate.rr Desc, Rate.rr Online Desc, Rate.rr Edition, Rate.rr Issue, Rate.rr Length, Rate.rr Len Type, Rate.rr Zone, Rate.rr Del Meth, Rate.rr Allow Pc, Rate.rr Pay Meth, Rate.rr Easypay Meth, Rate.rr Act Ind, Rate.rr Inact Date, Rate.rr Ssm Allow, Rate.rr Taxable, Rate.rr Kiosk, Rate.rr Visible, Rate.rr Econtent Allow, Rate.rr Promo Gl Account, Rate.rr Abc Zone, Rate.rr New Grace Pol, Rate.rr New Warn, Rate.rr New Cc, Rate.rr New Stop, Rate.rr New Bal Max, Rate.rr Renew Bal Max, Rate.rr Renew Grace Pol, Rate.rr Renew Warn, Rate.rr Renew Cc, Rate.rr Renew Stop, Rate.rr Arrears1, Rate.rr Arrears1 Days, Rate.rr Arrears2, Rate.rr Arrears2 Days, Rate.rr Arrears3, Rate.rr Arrears3 Days, Rate.rr Renew1, Rate.rr Renew1 Days, Rate.rr Renew2, Rate.rr Renew2 Days, Rate.rr Renew3, Rate.rr Renew3 Days, Rate.rr Alt Issue, Rate.rr Alt Del Meth, Rate.rr Alt Abc Zone, Rate.rr Sun Rev Account, Rate.rr Mon Rev Account, Rate.rr Tue Rev Account, Rate.rr Wed Rev Account, Rate.rr Thu Rev Account, Rate.rr Fri Rev Account, Rate.rr Sat Rev Account, Sub Rate Id, Effective Date, Deliv Exp, Net, Full Rate, Sun Net, Mon Net, Tue Net, Wed Net, Thu Net, Fri Net, Sat Net, Act Fee
457,0,0,2025 Price Inc Fallback Digital $209.99,NOT FOR PUBLIC,TJ,5D,12,M,FD12M209,I,Y,P,N,Y,,N,Y,N,Y,N,,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,750,11/13/24,0,209.99,209.99,0,0,0.804559,0.804559,0.804559,0.804559,0.804559,0
458,0,0,2025 Price Inc Fallback Digital $199.99,NOT FOR PUBLIC,TJ,5D,12,M,FD12M199,I,Y,P,N,Y,,N,Y,N,Y,N,,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,751,11/13/24,0,199.99,199.99,0,0,0.766245,0.766245,0.766245,0.766245,0.766245,0
459,0,0,2025 Price Inc Fallback Digital $189.99,NOT FOR PUBLIC,TJ,5D,12,M,FD12M189,I,Y,P,N,Y,,N,Y,N,Y,N,,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,752,11/13/24,0,189.99,189.99,0,0,0.727931,0.727931,0.72793174,0.727931,0.727931,0
460,0,0,2025 Price Inc Fallback Digital $179.99,NOT FOR PUBLIC,TJ,5D,12,M,FD12M179,I,Y,P,N,Y,,N,Y,N,Y,N,,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,753,11/13/24,0,179.99,179.99,0,0,0.689617,0.689617,0.689617,0.689617,0.689617,0
461,0,0,2025 Price Inc Fallback Digital $169.99,NOT FOR PUBLIC,TJ,5D,12,M,FD12M169,I,Y,P,N,Y,,N,Y,N,Y,N,,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,754,11/13/24,0,169.99,169.99,0,0,0.651303,0.651303,0.651303,0.651303,0.651303,0
462,0,0,2025 Price Inc Fallback Digital 6M $109.99,NOT FOR PUBLIC,TJ,5D,6,M,FD6M109,I,Y,P,N,Y,,N,Y,N,Y,N,,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,755,11/13/24,0,109.99,109.99,0,0,0.842835,0.842835,0.842835,0.842835,0.842835,0
463,0,0,2025 Price Inc Fallback Digital 6M $99.99,NOT FOR PUBLIC,TJ,5D,6,M,FD6M99,I,Y,P,N,Y,,N,Y,N,Y,N,,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,756,11/13/24,0,99.99,99.99,0,0,0.766207,0.766207,0.766207,0.766207,0.766207,0
464,0,0,2025 Price Inc Fallback Digital 6M $89.99,NOT FOR PUBLI,TJ,5D,6,M,FD6M89,I,Y,P,N,Y,,N,Y,N,Y,N,,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,757,11/13/24,0,89.99,89.99,0,0,0.689579,0.689579,0.689579,0.689579,0.689579,0
465,0,0,2025 Price Inc Fallback Digital 1M $18.99,NOT FOR PUBLIC,TJ,5D,1,M,FD1M1899,I,Y,P,E,Y,,N,Y,N,Y,N,,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,758,11/13/24,0,18.99,18.99,0,0,0.873103,0.873103,0.873103,0.873103,0.873103,0
466,0,0,2025 Price Inc Fallback Digital 1M $17.99,NOT FOR PUBLIC,TJ,5D,1,M,HD1M1799,I,Y,P,E,Y,,N,Y,N,Y,N,,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,759,11/13/24,0,17.99,17.99,0,0,0.827126,0.827126,0.827126,0.827126,0.827126,0
467,0,0,2025 Price Inc Fallback Digital 1m $16.99,NOT FOR PUBLIC,TJ,5D,1,M,FD1M1699,I,Y,P,E,Y,,N,Y,N,Y,N,,0,S,0,0,14,0,0,S,0,0,14,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,760,11/13/24,0,16.99,16.99,0,0,0.781149,0.781149,0.781149,0.781149,0.781149,0
468,0,0,2025 Price Inc Fallback Digital 1M $15.99,NOT FOR PUBLIC,TJ,5D,1,M,FD1M1599,I,Y,P,E,Y,,N,Y,N,Y,N,,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,761,11/13/24,0,15.99,15.99,0,0,0.735172,0.735172,0.735172,0.735172,0.735172,0
611,1,610,SPECIAL-CD03,THE JOURNAL 1 YEAR,TJ,WA,1,Y,CD03,M,Y,P,N,Y,,N,N,N,Y,N,20,0,S,1,0,7,0,0,S,1,0,7,Y,1,N,14,N,28,Y,41,Y,10,Y,0,THF,I,42,,,,,,,,811,1/1/25,0,154.99,154.99,0,0,0.593831,0.593831,0.593831,0.593831,0.593831,0
613,1,611,SPECIAL-CD04,THE JOURNAL 1 YEAR,TJ,WA,1,Y,CD04,M,Y,P,N,Y,,N,N,N,Y,N,20,0,S,1,0,7,0,0,S,1,0,7,Y,1,N,14,N,28,Y,41,Y,10,Y,0,THF,I,42,,,,,,,,813,1/1/25,0,154.99,154.99,0,0,0.593831,0.593831,0.593831,0.593831,0.593831,0
612,0,0,3 MONTH ADJUSTED DO NOT USE,THE JOURNAL 3 MONTH,TJ,WA,3,M,CD04,M,Y,P,N,N,7/22/25,N,Y,Y,Y,N,,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,THF,I,42,,,,,,,,812,1/1/25,0,49.99,49.99,0,0,0.76613,0.76613,0.76613,0.76613,0.76613,0
614,1,613,SPECIAL-CD05,THE JOURNAL 1 YEAR,TJ,WA,1,Y,CD05,M,Y,P,N,Y,,N,N,N,Y,N,20,0,S,1,0,7,0,0,S,1,0,7,Y,1,N,14,N,28,Y,41,Y,10,Y,0,THF,I,42,,,,,,,,814,1/1/25,0,154.99,154.99,0,0,0.593831,0.593831,0.593831,0.593831,0.593831,0
615,0,0,3 MO CARRIER DEL,THE JOURNAL 3 MONTH,TJ,WA,3,M,CD10,M,Y,P,N,N,7/22/25,N,N,N,Y,N,20,0,S,1,0,7,0,0,S,1,0,7,Y,1,N,14,N,28,Y,41,Y,10,Y,0,THF,I,42,,,,,,,,815,1/1/25,0,49.99,49.99,0,0,0.76613,0.76613,0.76613,0.76613,0.76613,0
616,0,0,3 MO CARRIER,THE JOURNAL 3 MONTH,TJ,WA,3,M,CD11,M,Y,P,N,N,7/22/25,N,N,N,Y,N,20,0,S,1,0,7,0,0,S,1,0,7,Y,1,N,14,N,28,Y,41,Y,10,Y,0,THF,I,42,,,,,,,,816,1/1/25,0,49.99,49.99,0,0,0.76613,0.76613,0.76613,0.76613,0.76613,0
617,0,0,3 MO ONLINE-CD12,THE JOURNAL 3 MONTH,TJ,WA,3,M,CD12,M,Y,P,N,N,7/22/25,N,N,N,Y,N,20,0,S,1,0,7,0,0,S,1,0,7,Y,1,N,14,N,28,Y,41,Y,10,Y,0,THF,I,42,,,,,,,,817,1/1/25,0,49.99,49.99,0,0,0.76613,0.76613,0.76613,0.76613,0.76613,0
618,0,0,1-Month Subscription,THE JOURNAL 1 MONTH,TJ,WA,1,M,CD13,M,Y,P,E,Y,,N,N,N,Y,N,20,0,S,1,0,14,0,0,S,1,0,14,Y,1,N,14,N,28,Y,41,Y,10,Y,0,THF,I,42,,,,,,,,818,1/1/25,0,16.99,16.99,0,0,0.781149,0.781149,0.781149,0.781149,0.781149,0
619,0,0,EZPAY Subscription CASH,THE JOURNAL 1 MONTH AUTO RENEW,TJ,WA,1,M,CD14,M,Y,P,E,Y,,N,N,N,Y,N,20,0,S,1,0,7,15,15,S,1,0,14,N,1,N,14,N,28,N,41,N,10,N,0,THF,I,42,,,,,,,,819,1/1/25,0,15.99,15.99,0,0,0.73517,0.73517,0.73517,0.73517,0.73517,0
620,0,0,PAYPAL CARRIER DELIVERED,THE JOURNAL 1 MONTH,TJ,WA,1,M,CD15,M,Y,P,N,Y,,N,N,N,Y,N,20,0,S,1,0,7,0,0,S,1,0,7,Y,1,N,14,N,28,Y,41,Y,10,Y,0,THF,I,42,,,,,,,,820,1/1/25,0,8.25,8.25,0,0,0.375,0.375,0.375,0.375,0.375,0
621,0,0,PAYPAL CARRIER DELIVERED,THE JOURNAL 1 MONTH,TJ,WA,1,M,CD16,M,Y,P,N,N,,N,N,N,Y,N,20,0,S,1,0,7,0,0,S,1,0,7,Y,1,N,14,N,28,Y,41,Y,10,Y,0,THF,I,42,,,,,,,,821,1/1/25,0,11.49,11.49,0,0,0.5223,0.5223,0.5223,0.5223,0.5223,0
603,1,609,2 Months Free,THE JOURNAL 2 MONTH,TJ,WA,2,M,COMP,M,Y,CO,N,Y,,N,Y,N,Y,N,,14,S,0,0,0,0,0,S,0,0,0,N,3,N,10,N,17,N,20,N,13,N,6,THF,I,42,,,,,,,,803,1/1/25,0,0,0,0,0,0,0,0,0,0,0
625,0,0,Print and Digital 1 year for $189.99,THE JOURNAL 12 MONTH,TJ,WA,12,M,CR0099,M,Y,P,N,Y,,N,N,N,Y,Y,20,0,S,0,0,25,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,THF,I,42,,,,,,,,825,1/1/25,0,189.99,189.99,0,0,0.727931,0.727931,0.727931,0.727931,0.727931,0
622,0,0,EZ PAY 19.99,THE JOURNAL 1 MONTH AUTO RENEW,TJ,WA,1,M,CR0099,M,Y,P,E,Y,,N,N,N,Y,Y,20,0,S,0,0,14,0,0,S,0,0,14,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,THF,I,42,,,,,,,,822,1/1/25,0,19.99,19.99,0,0,0.91908,0.91908,0.91908,0.91908,0.91908,0
623,0,0,3 MONTHS,THE JOURNAL 3 MONTH,TJ,WA,3,M,CR0099,M,Y,P,N,Y,,N,N,N,Y,Y,20,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,THF,I,42,,,,,,,,823,1/1/25,0,59.99,59.99,0,0,0.91939,0.91939,0.91939,0.91939,0.91939,0
624,0,0,6 MONTH 99.99,THE JOURNAL 6 MONTH,TJ,WA,6,M,CR0099,M,Y,P,N,Y,,N,N,N,Y,Y,20,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,THF,I,42,,,,,,,,824,1/1/25,0,99.99,99.99,0,0,0.76621,0.76621,0.76621,0.76621,0.76621,0
626,0,0,EMPLOYEE 1 YR,THE JOURNAL 1 YEAR,TJ,WA,1,Y,EP03,M,Y,P,N,Y,,N,N,N,Y,N,20,0,S,1,0,7,0,0,S,1,0,7,Y,1,N,14,N,28,Y,41,Y,10,Y,0,THF,I,42,,,,,,,,826,1/1/25,0,54.5,54.5,0,0,0.209615,0.209615,0.209615,0.209615,0.209615,0
627,0,622,BOGO for $19.99/2 months. Steps to $19.99/month.,THE JOURNAL 2 MONTH AUTO RENEW,TJ,WA,2,M,EZBOGO20,M,Y,P,N,N,,N,N,Y,Y,Y,20,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,15,Y,20,Y,15,Y,6,THF,I,42,,,,,,,,827,1/1/25,0,19.99,19.99,0,0,0.45954,0.45954,0.45954,0.45954,0.45954,0.45954
628,1,622,Buy One Get One Free 1month EZ Pay,THE JOURNAL 2 MONTH AUTO RENEW,TJ,WA,2,M,EZBOGOTJ,M,Y,P,E,N,,N,N,N,Y,Y,,10,S,1,0,7,0,0,S,1,0,7,N,3,N,10,N,17,N,20,N,13,N,6,THF,I,42,,,,,,,,828,1/1/25,0,15.99,15.99,0,0,0.36759,0.36759,0.36759,0.36759,0.36759,0
629,0,0,2025 Rate $169.99,1 year full access,TJ,WA,12,M,FB12169,M,Y,P,N,Y,,N,Y,N,Y,N,,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,14,Y,28,Y,41,Y,21,Y,7,THF,I,42,,,,,,,,829,1/1/25,0,169.99,169.99,0,0,0.651303,0.651303,0.651303,0.651303,0.651303,0
630,0,0,2025 Price increase Fallback Rate $179.99,NOT FOR PUBLIC,TJ,WA,12,M,FB12M179,M,Y,P,N,Y,,N,Y,N,Y,N,,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,THF,I,42,,,,,,,,830,1/1/25,0,179.99,179.99,0,0,0.689617,0.689617,0.689617,0.689617,0.689617,0
631,0,0,2025 Price INc Fallback Rate $189.99,NOT FOR PUBLIC,TJ,WA,12,M,FB12M189,M,Y,P,N,Y,,N,N,N,Y,N,,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,THF,I,42,,,,,,,,831,1/1/25,0,189.99,189.99,0,0,0.727921,0.727921,0.727921,0.727921,0.727921,0
632,0,0,225 Price Incr Fall Back Rate 199.99,225 Price Incr Fall Back Rate 199.99,TJ,WA,12,M,FB12M199,M,Y,P,N,Y,,N,Y,N,N,N,,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,THF,I,42,,,,,,,,832,1/1/25,0,199.99,199.99,0,0,0.766245,0.766245,0.766245,0.766245,0.766245,0
633,0,0,2025 Price Inc Fallback Rate $209.99,NOT FOR PUBLIC,TJ,WA,12,M,FB12M25,M,Y,P,N,Y,,N,Y,N,Y,N,,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,THF,I,42,,,,,,,,833,1/1/25,0,209.99,209.99,0,0,0.804559,0.804559,0.804559,0.804559,0.804559,0
756,1,471,ADVERTISER - 12M -Out of County SR Rate - STAY & SAVE -1M FREE,ADVERTISER - 12M -Out of County SR Rate - STAY & SAVE -1M FREE,TA,WO,1,M,SOFF8,M,Y,CO,N,Y,,Y,Y,Y,Y,N,,0,S,0,0,0,0,0,S,0,0,0,N,,N,,N,,N,,N,,N,6,,N,0,,,,,,,,956,7/20/25,0,0,0,0,0,0,0,0,0,0,0
757,1,470,ADVERTISER - 12m -Out of County - STAY & SAVE -1M FREE,ADVERTISER - 12m -Out of County - STAY & SAVE -1M FREE,TA,WO,1,M,SOFF9,M,Y,CO,N,Y,,Y,Y,Y,Y,N,,0,S,0,0,0,0,0,S,0,0,0,N,,N,,N,,N,,N,,N,,,N,0,,,,,,,,957,7/20/25,0,0,0,0,0,0,0,0,0,0,0
758,1,222,ADVERTISER - 12m - SR - STAY & SAVE -1M FREE,ADVERTISER - 12m - SR - STAY & SAVE -1M FREE,TA,WO,1,M,SOFF10,M,Y,CO,N,Y,,Y,Y,Y,Y,N,,0,S,0,0,0,0,0,S,0,0,0,N,,N,,N,,N,,N,,N,,,N,0,,,,,,,,958,7/20/25,0,0,0,0,0,0,0,0,0,0,0
759,1,221,ADVERTISER - 12m -DIGITAL - STAY & SAVE -1M FREE,ADVERTISER - 12m -DIGITAL - STAY & SAVE -1M FREE,TA,WO,1,M,SOFF11,I,Y,CO,N,Y,,Y,Y,Y,Y,N,,0,S,0,0,0,0,0,S,0,0,0,N,,N,,N,,N,,N,,N,,,N,0,,,,,,,,959,7/20/25,0,0,0,0,0,0,0,0,0,0,0
760,1,619,JOURNAL EZPAY RECURRING - STAY & SAVE - 1M FREE,JOURNAL EZPAY RECURRING - STAY & SAVE - 1M FREE,TJ,WA,1,M,SOFF12,M,Y,CO,N,Y,,N,Y,N,Y,N,,0,S,0,0,0,0,0,S,0,0,0,N,,N,,N,,N,,N,,N,,,N,0,,,,,,,,960,7/20/25,0,0,0,0,0,0,0,0,0,0,0
761,1,644,JOURNAL 1Y PRINT+DIGITAL - STAY & SAVE - CASH - 1M FREE,JOURNAL 1Y PRINT+DIGITAL - STAY & SAVE - 1M FREE,TJ,WA,4,W,SOFF13,M,Y,CO,N,Y,,Y,Y,Y,Y,N,,0,S,0,0,0,0,0,S,0,0,0,N,,N,,N,,N,,N,,N,,,N,0,,,,,,,,961,7/20/25,0,0,0,0,0,0,0,0,0,0,0
762,1,643,JOURNAL 6M PRINT+DIGITAL - STAY & SAVE - CASH - 1M FREE,JOURNAL 6M PRINT+DIGITAL - STAY & SAVE - 1M FREE,TJ,WA,1,M,SOFF14,M,Y,CO,N,Y,,Y,Y,Y,Y,N,,0,S,0,0,0,0,0,S,0,0,0,N,0,N,0,N,0,N,0,N,0,N,0,,N,0,,,,,,,,962,7/20/25,0,0,0,0,0,0,0,0,0,0,0
763,1,642,JOURNAL 3M PRINT+DIGITAL - STAY & SAVE - CASH - 1M FREE,JOURNAL 3M PRINT+DIGITAL - STAY & SAVE - 1M FREE,TJ,WA,1,M,SOFF15,M,Y,CO,N,Y,,Y,Y,Y,Y,N,,0,S,0,0,0,0,0,S,0,0,0,N,0,N,,N,,N,,N,,N,,,N,0,,,,,,,,963,7/20/25,0,0,0,0,0,0,0,0,0,0,0
737,0,0,5 DAY DIGITAL ACCESS WITH 2 DAYS OF DELIVERY,12M Keowee Key Home Delivery with Digital Accses,TJ,5D,12,M,KK5DAY,C,Y,P,N,Y,,N,Y,Y,Y,N,20,0,S,0,0,7,0,0,S,0,0,7,N,3,N,10,N,17,Y,30,Y,10,N,0,,N,0,,,,,,,,967,8/25/25,0,169.99,169.99,0,0,0.651,0.651,0.651,0.651,0.651,0
407,0,0,Government employee rate,THE JOURNAL 12 MONTH,TJ,5D,12,M,CITYGOV,I,N,CO,N,Y,,N,N,N,Y,Y,,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,417,12/19/23,0,129.99,129.99,0,0,0.49804,0.49804,0.49804,0.49804,0.49804,0
407,0,0,Government employee rate,THE JOURNAL 12 MONTH,TJ,5D,12,M,CITYGOV,I,N,CO,N,Y,,N,N,N,Y,Y,,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,418,12/20/23,0,0,0,0,0,0,0,0,0,0,0
114,0,0,EZPAY Subscription,THE JOURNAL 1 MONTH AUTO RENEW,TJ,5D,1,M,CD14,C,Y,P,E,N,,N,N,N,Y,N,20,0,S,1,0,7,15,15,S,1,0,7,N,1,N,14,N,28,N,41,N,10,N,0,,N,0,,,,,,,,419,1/2/24,0,15.99,15.99,0,0,0.73517,0.73517,0.73517,0.73517,0.73517,0
136,0,0,EZ Pay Monthly Online Only,THE JOURNAL 1 MONTH AUTO RENEW,TJ,5D,1,M,EZIN,I,Y,P,E,Y,,N,N,N,Y,N,20,0,S,0,0,7,0,0,S,0,0,7,N,3,N,10,N,17,N,20,N,13,N,6,,N,0,,,,,,,,420,1/2/24,0,15.99,15.99,0,0,0.73517,0.73517,0.73517,0.73517,0.73517,0
408,0,313,$10.00 Off for Christmas,THE RANGER 52 WEEK,TR,WS,52,W,MAIL,M,Y,P,N,Y,,N,Y,Y,Y,N,,0,S,0,0,15,0,0,S,0,0,10,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,424,12/28/23,0,55,55,0,0,0,0.53,0,0,0.53,0
409,0,338,$10.00 Off for Christmas,LANDER JOURNAL 52 WEEK,LJ,WS,52,W,MAIL,M,Y,P,N,Y,,N,Y,Y,Y,N,,0,S,0,0,15,0,0,S,0,0,10,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,425,12/28/23,0,55,55,0,0,0,0.53,0,0,0.53,0
377,0,0,3 MONTHS,THE JOURNAL 3 MONTH,TJ,5D,3,M,CR0099,C,Y,P,N,N,,N,N,N,Y,Y,20,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,426,1/4/24,0,59.99,59.99,0,0,0.91939,0.91939,0.91939,0.91939,0.91939,0
403,0,0,DIGITAL ONLY 3 MONTHS,THE JOURNAL 3 MONTH,TJ,5D,3,M,DG0099,I,Y,P,N,N,,N,N,N,Y,Y,20,50,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,427,1/4/24,0,59.99,59.99,0,0,0.91939,0.91939,0.91939,0.91939,0.91939,0
410,0,0,6 Months Print and Digital,THE JOURNAL 6 MONTH,TJ,5D,6,M,RN0099,C,Y,P,N,Y,,N,N,N,Y,Y,20,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,428,1/4/24,0,89.99,89.99,0,0,0.68957,0.68957,0.68957,0.68957,0.68957,0
411,0,0,3 Months Print and Digital,THE JOURNAL 3 MONTH,TJ,5D,3,M,RN0099,C,Y,P,N,N,,N,N,N,Y,Y,20,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,I,0,,,,,,,,429,1/4/24,0,59.99,59.99,0,0,0.91939,0.91939,0.91939,0.91939,0.91939,0
412,0,0,1 Year Print and Digital,THE JOURNAL 12 MONTH,TJ,5D,12,M,RN0099,C,Y,P,N,N,,N,N,N,Y,N,20,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,430,1/4/22,0,169.99,169.99,0,0,0.651,0.651,0.651,0.651,0.651,0
413,0,0,5 DAYS ACCESS ONLY - NO HOME DELIVERY,THE JOURNAL 6 MONTH,TJ,5D,6,M,DIGONLY,I,Y,P,N,Y,,N,Y,Y,Y,Y,20,0,S,0,0,7,0,0,S,0,0,7,N,0,N,0,N,0,Y,21,Y,10,N,0,,N,0,,,,,,,,431,1/4/24,0,89.99,89.99,0,0,0.68957,0.68957,0.68957,0.68957,0.68957,0
414,0,0,5 DAYS ACCESS ONLY - NO HOME DELIVERY,THE JOURNAL 3 MONTH,TJ,5D,3,M,DIGONLY,I,Y,P,N,Y,,N,N,N,Y,Y,20,0,S,0,0,7,0,0,S,0,0,7,N,3,N,10,N,17,Y,16,Y,8,N,,,N,0,,,,,,,,432,1/4/24,0,59.99,59.99,0,0,0.91939,0.91939,0.91939,0.91939,0.91939,0
415,0,0,5 DAYS ACCESS ONLY - NO HOME DELIVERY,THE JOURNAL 12 MONTH,TJ,5D,12,M,DIGONLY,I,Y,P,N,Y,,N,N,N,Y,Y,20,0,S,0,0,25,0,0,S,0,0,7,N,3,N,10,N,17,Y,30,Y,10,N,0,,N,0,,,,,,,,433,1/4/24,0,169.99,169.99,0,0,0.6513,0.6513,0.6513,0.6513,0.6513,0
416,0,0,Employee Comp Digital Sub,THE RANGER 52 WEEK,TR,WS,52,W,INTERNET,I,Y,CO,N,Y,,N,Y,Y,Y,N,,0,S,0,0,15,0,0,S,0,0,10,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,434,1/9/24,0,0,0,0,0,0,0,0,0,0,0
417,0,0,Employee Comp Digital,LANDER JOURNAL 52 WEEK,LJ,WS,52,W,INTERNET,I,N,CO,N,Y,,N,Y,Y,Y,N,,0,S,0,0,15,0,0,S,0,0,10,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,435,1/9/24,0,0,0,0,0,0,0,0,0,0,0
418,0,0,1 Month EZ Pay Home Delivery,THE JOURNAL 1 MONTH AUTO RENEW,TJ,5D,1,M,RN0099,C,Y,P,E,N,,N,N,N,Y,Y,20,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,I,0,,,,,,,,436,1/16/24,0,15.99,15.99,0,0,0.73517,0.73517,0.73517,0.73517,0.73517,0
